,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
15320,Male,Loyal Customer,38,Personal Travel,Eco,507,3,3,3,4,1,3,1.0,1,2,2,3,2.0,3,1,0,0.0
15321,Male,disloyal Customer,37,Business travel,Eco,464,2,2,2,2,2,2,2.0,2,3,5,3,4.0,2,2,30,32.0
15322,Male,disloyal Customer,26,Business travel,Business,967,4,4,4,4,2,4,2.0,2,3,4,5,5.0,5,2,0,2.0
15323,Female,Loyal Customer,65,Personal Travel,Eco,449,2,4,5,3,1,4,4.0,2,2,5,4,4.0,2,2,0,12.0
15324,Female,Loyal Customer,52,Business travel,Business,3483,5,5,5,5,2,5,5.0,4,4,4,4,5.0,4,4,18,7.0
15325,Male,Loyal Customer,28,Personal Travel,Eco Plus,574,4,5,4,4,4,4,4.0,4,3,2,5,4.0,5,4,30,32.5
15326,Female,Loyal Customer,54,Business travel,Business,2278,2,4,4,4,2,3,3.0,2,2,2,2,1.5,2,2,9,32.5
15327,Female,disloyal Customer,27,Business travel,Eco,541,2,2,2,4,3,2,3.0,3,1,2,4,2.0,4,3,4,6.0
15328,Female,Loyal Customer,42,Business travel,Business,2646,1,1,1,1,2,1,2.0,4,4,4,4,3.0,4,2,0,4.0
15329,Male,Loyal Customer,67,Personal Travel,Eco,106,2,5,0,1,2,0,3.0,2,3,2,5,3.0,4,2,0,0.0
15330,Male,Loyal Customer,30,Business travel,Business,2292,3,3,5,3,4,4,4.0,4,4,2,4,4.0,4,4,0,0.0
15331,Male,Loyal Customer,50,Business travel,Business,1579,3,3,3,3,2,4,5.0,3,3,4,3,3.0,3,4,0,0.0
15332,Female,Loyal Customer,58,Business travel,Business,2504,4,4,4,4,2,4,4.0,4,4,4,4,3.0,4,4,0,0.0
15333,Male,Loyal Customer,46,Business travel,Business,2475,3,3,5,3,4,5,4.0,5,5,5,5,4.0,5,3,0,0.0
15334,Female,disloyal Customer,25,Business travel,Business,1262,5,4,5,3,2,5,2.0,2,5,2,4,5.0,5,2,0,1.0
15335,Female,Loyal Customer,56,Business travel,Business,1096,1,1,1,1,3,4,5.0,5,5,5,5,4.0,5,3,0,0.0
15336,Female,Loyal Customer,57,Business travel,Business,3208,2,2,2,2,2,5,4.0,4,4,4,4,5.0,4,3,0,0.0
15337,Female,disloyal Customer,42,Business travel,Business,1111,5,5,5,2,5,2,2.0,3,3,3,5,2.0,4,2,0,0.0
15338,Female,Loyal Customer,66,Business travel,Business,2204,2,2,2,2,4,3,4.0,5,5,5,5,1.5,5,1,0,0.0
15339,Female,Loyal Customer,27,Business travel,Business,2900,1,1,1,1,5,5,5.0,5,4,2,4,1.5,4,5,0,0.0
15340,Female,Loyal Customer,51,Business travel,Business,1598,4,4,4,4,3,2,4.0,5,5,5,5,1.5,5,1,2,0.0
15341,Female,Loyal Customer,38,Business travel,Business,2286,1,1,1,1,4,4,5.0,2,2,2,2,4.0,2,4,0,0.0
15342,Male,Loyal Customer,42,Business travel,Business,1832,1,1,1,1,5,4,4.0,4,4,4,4,3.0,4,5,0,0.0
15343,Female,Loyal Customer,58,Business travel,Business,529,3,3,3,3,5,2,1.0,4,4,4,4,1.5,4,3,0,0.0
15344,Male,Loyal Customer,18,Personal Travel,Eco,1342,3,4,4,2,3,4,3.0,3,4,3,3,5.0,5,3,0,0.0
15345,Male,Loyal Customer,73,Business travel,Eco,606,2,2,2,2,2,2,2.0,2,3,3,3,3.0,4,2,7,13.0
15346,Female,Loyal Customer,62,Personal Travel,Eco,715,4,2,4,4,3,4,4.0,1,1,4,1,2.0,1,4,0,6.0
15347,Male,Loyal Customer,51,Business travel,Business,2704,4,2,4,4,3,3,3.0,5,3,4,5,3.0,5,3,30,32.5
15348,Female,Loyal Customer,30,Business travel,Eco,77,1,4,3,3,1,1,1.0,1,2,5,3,1.5,3,1,0,0.0
15349,Male,Loyal Customer,16,Personal Travel,Eco,761,1,4,1,3,2,1,2.0,2,4,2,4,4.0,4,2,3,0.0
15350,Female,Loyal Customer,60,Business travel,Business,2602,3,3,3,3,2,5,5.0,4,4,4,4,5.0,4,5,22,23.0
15351,Male,Loyal Customer,28,Personal Travel,Eco Plus,611,2,3,2,2,4,2,4.0,4,4,3,2,2.0,5,4,0,15.0
15352,Female,Loyal Customer,8,Personal Travel,Eco,1428,4,4,5,3,4,5,4.0,4,1,3,4,4.0,4,4,0,0.0
15353,Female,disloyal Customer,37,Business travel,Eco,1389,3,3,3,4,5,3,5.0,5,4,2,3,2.0,3,5,0,6.0
15354,Male,Loyal Customer,15,Business travel,Business,2860,3,3,2,3,5,5,5.0,5,3,4,2,3.0,5,5,0,0.0
15355,Male,Loyal Customer,27,Business travel,Eco,1041,1,4,4,4,1,1,1.0,1,2,3,4,3.0,4,1,0,0.0
15356,Male,Loyal Customer,44,Business travel,Business,3129,3,3,3,3,3,5,4.0,2,2,2,2,1.5,2,3,1,32.5
15357,Male,disloyal Customer,36,Business travel,Eco,338,2,3,2,4,2,2,2.0,2,1,3,4,4.0,4,2,0,0.0
15358,Male,Loyal Customer,46,Business travel,Business,2998,4,4,4,4,5,5,4.0,4,4,4,4,4.0,4,3,0,0.0
15359,Male,Loyal Customer,20,Personal Travel,Eco,1028,2,4,2,3,4,2,4.0,4,4,3,4,3.0,5,4,0,0.0
15360,Female,Loyal Customer,34,Business travel,Business,371,1,1,4,1,2,5,5.0,4,4,4,4,5.0,4,3,1,0.0
15361,Male,Loyal Customer,40,Business travel,Business,3043,4,2,2,2,3,4,4.0,1,1,1,4,1.5,1,2,30,29.0
15362,Female,disloyal Customer,38,Business travel,Business,406,2,2,2,1,4,2,4.0,4,3,5,5,5.0,5,4,0,0.0
15363,Female,Loyal Customer,38,Business travel,Business,3131,3,3,3,3,4,5,4.0,4,4,4,4,5.0,4,4,4,0.0
15364,Male,Loyal Customer,49,Business travel,Business,2444,2,2,2,2,1,3,3.0,2,2,2,2,2.0,2,2,30,32.5
15365,Male,disloyal Customer,39,Business travel,Business,204,2,3,3,4,3,3,3.0,3,5,4,5,5.0,5,3,30,32.5
15366,Male,Loyal Customer,43,Business travel,Eco,447,3,2,2,2,3,3,3.0,3,4,2,5,3.0,1,3,0,7.0
15367,Female,Loyal Customer,48,Business travel,Business,3328,3,3,3,3,5,3,1.0,5,5,5,5,1.5,5,4,24,22.0
15368,Female,Loyal Customer,31,Business travel,Eco,473,4,3,3,3,4,4,4.0,4,3,2,2,1.5,4,4,0,0.0
15369,Male,Loyal Customer,69,Personal Travel,Eco,936,1,4,1,1,3,1,3.0,3,5,5,5,3.0,5,3,0,0.0
15370,Female,Loyal Customer,29,Business travel,Eco,591,2,1,1,1,2,2,2.0,2,1,2,4,2.0,4,2,18,4.0
15371,Male,Loyal Customer,18,Personal Travel,Eco,220,4,2,4,4,4,4,4.0,4,4,2,4,1.5,3,4,0,0.0
15372,Female,Loyal Customer,51,Business travel,Business,446,2,2,2,2,5,4,5.0,4,4,4,4,3.0,4,4,0,0.0
15373,Female,Loyal Customer,44,Personal Travel,Eco,323,0,1,0,4,3,4,3.0,5,5,0,5,4.0,5,3,0,0.0
15374,Female,Loyal Customer,16,Business travel,Business,1721,1,4,4,4,1,1,1.0,1,3,2,4,4.0,3,1,30,32.5
15375,Female,Loyal Customer,39,Business travel,Business,2477,3,3,3,3,2,4,5.0,5,5,5,4,5.0,5,5,7,7.0
15376,Male,disloyal Customer,14,Business travel,Eco,920,3,3,3,3,1,3,1.0,1,1,1,3,1.5,3,1,30,32.5
15377,Male,Loyal Customer,17,Personal Travel,Eco,957,4,4,4,1,5,4,5.0,5,3,3,4,4.0,4,5,0,0.0
15378,Female,Loyal Customer,48,Business travel,Business,2807,5,5,5,5,4,5,5.0,4,4,4,4,5.0,4,5,0,0.0
15379,Male,Loyal Customer,27,Personal Travel,Eco,1145,3,4,3,2,5,3,5.0,5,4,3,3,4.0,4,5,0,7.0
15380,Female,disloyal Customer,27,Business travel,Business,1337,3,4,4,2,2,4,2.0,2,3,4,4,3.0,5,2,23,20.0
15381,Male,Loyal Customer,47,Personal Travel,Eco,920,4,2,4,3,4,4,2.0,4,4,4,3,4.0,3,4,0,0.0
15382,Male,disloyal Customer,23,Business travel,Business,984,4,0,4,2,2,4,2.0,2,4,2,3,4.0,5,2,0,0.0
15383,Male,Loyal Customer,41,Business travel,Eco,580,2,3,3,3,2,2,2.0,2,4,4,4,3.0,3,2,0,0.0
15384,Female,Loyal Customer,11,Personal Travel,Business,964,3,5,3,1,5,3,5.0,5,3,4,4,4.0,5,5,0,0.0
15385,Female,disloyal Customer,39,Business travel,Business,552,3,3,3,5,3,3,4.0,3,3,5,5,3.0,5,3,0,0.0
15386,Female,Loyal Customer,47,Business travel,Business,836,3,3,1,3,2,4,5.0,4,4,4,4,5.0,4,4,0,2.0
15387,Male,Loyal Customer,43,Business travel,Business,1673,2,2,2,2,2,2,4.0,5,5,5,3,1.5,5,5,7,2.0
15388,Female,Loyal Customer,40,Business travel,Business,2676,2,2,3,2,4,4,5.0,4,4,4,4,5.0,4,5,4,2.0
15389,Female,disloyal Customer,43,Business travel,Eco,719,3,4,4,4,4,4,4.0,4,1,1,4,3.0,3,4,0,25.0
15390,Female,Loyal Customer,49,Personal Travel,Eco,101,4,2,4,4,5,4,4.0,1,1,4,1,4.0,1,4,0,0.0
15391,Female,Loyal Customer,11,Personal Travel,Eco,725,3,3,3,3,1,3,1.0,1,1,5,1,4.0,3,1,0,10.0
15392,Male,disloyal Customer,27,Business travel,Eco,502,1,4,1,4,5,1,5.0,5,3,5,3,4.0,3,5,12,14.0
15393,Male,Loyal Customer,41,Personal Travel,Eco,1194,4,4,4,4,3,4,3.0,3,3,4,5,5.0,5,3,0,0.0
15394,Female,Loyal Customer,49,Business travel,Business,2586,3,3,3,3,4,4,4.0,4,5,4,4,4.0,4,4,30,32.5
15395,Female,Loyal Customer,7,Personal Travel,Eco Plus,552,3,1,3,4,5,3,2.0,5,3,1,4,3.0,4,5,30,32.5
15396,Female,disloyal Customer,32,Business travel,Eco,449,3,3,3,3,1,3,2.0,1,4,2,3,3.0,4,1,30,32.5
15397,Female,Loyal Customer,20,Personal Travel,Eco,978,3,4,3,1,4,3,5.0,4,4,5,4,5.0,5,4,0,0.0
15398,Female,disloyal Customer,21,Business travel,Eco,370,0,0,1,5,1,1,1.0,1,2,4,5,2.0,3,1,0,0.0
15399,Male,Loyal Customer,56,Business travel,Business,2314,3,3,3,3,4,1,2.0,4,4,4,4,4.0,4,4,0,6.0
15400,Male,Loyal Customer,52,Business travel,Business,3064,2,2,3,2,4,4,1.0,3,3,5,3,4.0,3,2,0,0.0
15401,Male,Loyal Customer,28,Personal Travel,Eco,188,3,5,3,4,3,3,3.0,3,3,3,4,4.0,5,3,0,0.0
15402,Male,disloyal Customer,27,Business travel,Eco,689,2,2,2,4,3,2,3.0,3,1,1,3,1.5,4,3,0,0.0
15403,Male,disloyal Customer,22,Business travel,Business,624,0,0,0,2,3,0,3.0,3,5,2,4,5.0,5,3,30,32.5
15404,Male,disloyal Customer,42,Business travel,Business,236,1,1,1,3,1,1,1.0,1,2,3,4,2.0,4,1,0,0.0
15405,Female,disloyal Customer,31,Business travel,Business,1990,2,2,2,2,5,2,5.0,5,3,2,3,4.0,4,5,18,6.0
15406,Female,Loyal Customer,61,Business travel,Business,1730,3,3,4,3,3,5,2.0,4,4,4,4,4.0,4,5,1,5.0
15407,Female,disloyal Customer,26,Business travel,Eco,228,3,5,3,1,4,3,2.0,4,1,1,1,2.0,2,4,0,8.0
15408,Male,Loyal Customer,49,Business travel,Business,1878,1,1,1,1,4,4,5.0,5,5,5,5,3.0,5,3,0,0.0
15409,Female,Loyal Customer,54,Business travel,Business,2870,2,2,2,2,4,5,5.0,5,5,5,5,5.0,5,3,0,9.0
15410,Male,disloyal Customer,34,Business travel,Eco,515,2,4,2,2,1,2,1.0,1,3,4,3,4.0,3,1,0,0.0
15411,Male,disloyal Customer,11,Business travel,Eco,936,3,3,3,4,1,3,1.0,1,3,5,3,1.5,4,1,30,30.0
15412,Male,disloyal Customer,20,Business travel,Eco,349,0,0,0,4,2,0,2.0,2,3,3,3,3.0,2,2,0,0.0
15413,Female,disloyal Customer,37,Business travel,Eco,340,4,4,4,3,2,4,2.0,2,3,5,3,2.0,4,2,0,6.0
15414,Male,Loyal Customer,32,Business travel,Business,2877,5,5,5,5,4,4,4.0,4,3,3,2,2.0,3,4,0,0.0
15415,Male,Loyal Customer,56,Business travel,Eco,425,4,1,1,1,4,4,4.0,4,3,3,4,2.0,4,4,0,0.0
15416,Male,Loyal Customer,36,Business travel,Eco,410,4,1,5,1,4,5,4.0,4,5,5,4,3.0,5,4,0,0.0
15417,Male,Loyal Customer,24,Personal Travel,Eco,266,2,0,0,5,1,0,1.0,1,3,5,4,5.0,4,1,0,0.0
15418,Female,Loyal Customer,64,Personal Travel,Eco,587,0,5,0,3,4,5,4.0,2,2,0,2,3.0,2,5,0,0.0
15419,Female,disloyal Customer,48,Business travel,Eco,909,2,2,2,3,2,2,2.0,2,3,4,3,1.5,4,2,30,29.0
15420,Female,Loyal Customer,17,Personal Travel,Eco,266,2,0,2,1,4,2,3.0,4,3,2,4,5.0,4,4,0,0.0
15421,Male,Loyal Customer,20,Personal Travel,Eco Plus,669,3,4,3,3,4,3,4.0,4,5,4,5,4.0,5,4,0,0.0
15422,Female,disloyal Customer,21,Business travel,Business,373,3,2,3,4,2,3,2.0,2,1,3,3,2.0,4,2,0,0.0
15423,Female,Loyal Customer,35,Business travel,Business,1728,5,5,5,5,3,3,3.0,4,5,3,2,3.0,5,3,30,32.5
15424,Female,Loyal Customer,37,Personal Travel,Eco,393,0,2,0,3,3,0,3.0,3,3,5,4,4.0,4,3,0,0.0
15425,Male,Loyal Customer,59,Personal Travel,Eco,235,2,4,2,3,2,4,4.0,5,3,2,3,4.0,2,4,30,32.5
15426,Male,disloyal Customer,27,Business travel,Eco,188,2,0,2,3,4,2,4.0,4,4,2,4,2.0,2,4,0,0.0
15427,Female,Loyal Customer,61,Business travel,Business,376,2,2,1,2,4,4,3.0,2,2,2,2,2.0,2,4,30,32.5
15428,Female,Loyal Customer,57,Business travel,Business,672,4,3,2,3,2,2,3.0,4,4,3,4,4.0,4,4,0,0.0
15429,Male,Loyal Customer,38,Business travel,Business,3199,3,3,3,3,1,3,5.0,4,4,4,4,3.0,4,2,5,21.0
15430,Female,Loyal Customer,57,Business travel,Eco Plus,259,3,4,4,4,5,2,4.0,3,3,3,3,2.0,3,2,30,32.5
15431,Female,Loyal Customer,11,Personal Travel,Business,1005,1,4,1,3,5,1,5.0,5,1,3,4,2.0,4,5,0,0.0
15432,Male,Loyal Customer,28,Business travel,Business,1212,4,4,4,4,4,4,4.0,4,5,4,5,3.0,5,4,0,0.0
15433,Female,disloyal Customer,26,Business travel,Business,533,2,0,2,2,4,2,4.0,4,5,5,4,5.0,5,4,0,0.0
15434,Female,Loyal Customer,48,Business travel,Business,630,5,5,5,5,4,4,5.0,4,4,4,4,3.0,4,3,0,0.0
15435,Female,disloyal Customer,40,Business travel,Business,731,4,4,4,2,3,4,3.0,3,5,4,5,5.0,4,3,0,0.0
15436,Male,Loyal Customer,45,Personal Travel,Eco,1371,2,5,2,1,2,2,2.0,2,5,3,5,5.0,4,2,19,21.0
15437,Female,Loyal Customer,42,Business travel,Business,1612,4,4,4,4,3,5,5.0,5,5,5,5,4.0,5,4,4,0.0
15438,Female,disloyal Customer,21,Business travel,Business,903,5,5,5,4,3,5,3.0,3,5,3,5,5.0,4,3,30,32.5
15439,Male,Loyal Customer,49,Personal Travel,Eco,190,2,1,2,3,2,2,5.0,2,3,5,4,4.0,3,2,0,0.0
15440,Male,disloyal Customer,45,Business travel,Business,689,2,2,2,5,5,2,5.0,5,4,5,5,5.0,5,5,0,0.0
15441,Female,Loyal Customer,46,Personal Travel,Eco Plus,399,2,4,3,2,4,4,5.0,4,4,3,4,4.0,4,3,0,0.0
15442,Male,Loyal Customer,49,Business travel,Eco Plus,524,4,2,2,2,4,4,4.0,4,2,3,4,3.0,3,4,13,9.0
15443,Male,Loyal Customer,50,Business travel,Business,293,3,3,3,3,2,4,5.0,5,5,5,5,4.0,5,5,0,0.0
15444,Male,Loyal Customer,20,Business travel,Eco Plus,731,2,3,5,3,2,2,1.0,2,3,4,3,3.0,4,2,30,32.5
15445,Male,Loyal Customer,31,Business travel,Business,1888,4,4,4,4,4,4,4.0,4,5,1,3,4.0,4,4,30,26.0
15446,Female,Loyal Customer,18,Business travel,Eco,530,1,3,3,3,1,2,4.0,1,1,3,3,1.5,4,1,0,23.0
15447,Female,Loyal Customer,40,Business travel,Business,3739,1,1,1,1,2,1,5.0,5,5,5,5,2.0,5,3,0,0.0
15448,Male,Loyal Customer,55,Business travel,Business,1681,3,5,4,5,1,4,3.0,4,4,4,3,4.0,4,1,0,3.0
15449,Male,disloyal Customer,36,Business travel,Business,2075,1,1,1,5,4,1,4.0,4,5,2,5,4.0,5,4,30,29.0
15450,Male,Loyal Customer,10,Personal Travel,Eco,1014,1,2,1,4,1,1,1.0,1,2,3,4,2.0,4,1,0,0.0
15451,Female,Loyal Customer,65,Personal Travel,Eco,643,2,4,2,3,1,3,3.0,3,3,2,3,1.5,3,1,0,1.0
15452,Female,disloyal Customer,36,Business travel,Business,458,2,2,2,1,3,2,3.0,3,3,2,5,4.0,5,3,0,0.0
15453,Female,Loyal Customer,46,Business travel,Business,2593,4,4,4,4,3,5,5.0,5,5,5,5,4.0,5,5,0,0.0
15454,Male,disloyal Customer,22,Business travel,Eco,224,2,0,2,2,3,2,3.0,3,4,2,5,3.0,5,3,0,0.0
15455,Female,Loyal Customer,53,Business travel,Business,436,4,4,4,4,4,5,4.0,5,5,5,5,4.0,5,4,0,0.0
15456,Male,Loyal Customer,47,Personal Travel,Eco,248,2,4,2,4,5,2,5.0,5,3,3,4,4.0,4,5,0,0.0
15457,Female,Loyal Customer,60,Business travel,Business,399,3,3,3,3,4,4,4.0,4,4,4,4,5.0,4,4,22,27.0
15458,Male,Loyal Customer,28,Personal Travel,Eco,957,2,1,2,4,1,2,1.0,1,1,3,4,3.0,4,1,3,5.0
15459,Male,Loyal Customer,21,Business travel,Business,1620,5,5,5,5,3,4,3.0,3,3,5,4,4.0,5,3,0,0.0
15460,Female,Loyal Customer,52,Business travel,Business,333,4,3,5,5,5,4,3.0,4,4,4,4,4.0,4,1,19,9.0
15461,Male,Loyal Customer,43,Business travel,Business,3252,2,2,2,2,3,2,2.0,2,4,3,4,2.0,2,2,30,32.5
15462,Male,Loyal Customer,46,Business travel,Business,3469,2,2,2,2,3,5,4.0,4,4,4,4,3.0,4,3,30,32.5
15463,Female,Loyal Customer,10,Personal Travel,Eco,590,3,4,3,3,3,3,1.0,3,4,4,5,5.0,4,3,0,0.0
15464,Male,Loyal Customer,63,Business travel,Eco,236,5,3,3,3,5,5,5.0,5,4,2,4,4.0,2,5,30,23.0
15465,Female,Loyal Customer,56,Personal Travel,Eco,548,2,5,2,1,2,4,4.0,5,5,2,5,3.0,5,5,0,0.0
15466,Male,Loyal Customer,22,Business travel,Business,588,3,4,4,4,3,3,3.0,3,2,5,4,3.0,3,3,0,0.0
15467,Female,Loyal Customer,56,Personal Travel,Eco,190,2,4,2,1,2,4,5.0,3,3,2,3,5.0,3,3,0,0.0
15468,Female,Loyal Customer,59,Business travel,Business,1703,1,1,2,1,3,5,5.0,4,4,4,4,5.0,4,5,0,0.0
15469,Female,disloyal Customer,37,Business travel,Business,596,3,3,3,4,3,3,3.0,3,1,1,3,1.5,4,3,30,32.5
15470,Female,Loyal Customer,55,Business travel,Business,1162,1,1,1,1,2,5,4.0,5,5,5,5,3.0,5,3,2,19.0
15471,Female,Loyal Customer,20,Personal Travel,Eco,1475,5,4,5,4,2,5,2.0,2,1,5,2,4.0,3,2,0,0.0
15472,Male,disloyal Customer,37,Business travel,Business,228,4,4,4,3,4,4,5.0,4,2,5,5,1.5,1,4,1,0.0
15473,Male,Loyal Customer,39,Business travel,Business,451,5,5,2,5,1,1,5.0,5,5,5,5,5.0,5,1,0,0.0
15474,Female,Loyal Customer,15,Personal Travel,Business,1747,1,5,1,1,5,1,5.0,5,3,2,4,4.0,5,5,4,25.0
15475,Male,Loyal Customer,39,Business travel,Eco,421,4,5,5,5,4,4,4.0,4,3,2,1,2.0,3,4,0,0.0
15476,Male,Loyal Customer,28,Business travel,Business,2787,2,4,2,2,5,5,5.0,5,2,4,5,5.0,4,5,30,32.5
15477,Female,Loyal Customer,49,Business travel,Business,270,2,4,3,4,2,4,4.0,2,2,2,2,3.0,2,3,8,0.0
15478,Female,Loyal Customer,57,Personal Travel,Eco,1020,4,1,4,3,3,3,4.0,5,5,4,5,2.0,5,2,0,0.0
15479,Female,Loyal Customer,18,Personal Travel,Eco,300,2,4,4,3,2,4,2.0,2,1,3,4,2.0,3,2,30,27.0
15480,Female,Loyal Customer,42,Business travel,Business,422,2,2,2,2,5,5,3.0,5,5,4,5,3.0,5,3,0,0.0
15481,Male,Loyal Customer,60,Personal Travel,Eco,645,3,5,3,2,1,3,3.0,1,4,5,4,3.0,1,1,12,7.0
15482,Male,disloyal Customer,36,Business travel,Business,926,4,4,4,3,2,4,2.0,2,5,3,4,3.0,4,2,0,0.0
15483,Female,Loyal Customer,62,Business travel,Business,3739,2,3,3,3,4,3,3.0,2,2,2,2,4.0,2,3,9,0.0
15484,Female,Loyal Customer,56,Personal Travel,Eco,334,3,5,3,3,2,4,5.0,5,5,3,5,5.0,5,5,0,0.0
15485,Male,Loyal Customer,53,Business travel,Business,721,5,5,5,5,2,5,4.0,5,5,5,5,2.0,5,3,0,4.0
15486,Male,Loyal Customer,37,Personal Travel,Eco,696,2,4,2,2,5,2,5.0,5,3,5,4,5.0,4,5,30,27.0
15487,Female,Loyal Customer,66,Business travel,Business,479,2,2,2,2,3,3,2.0,2,2,2,2,3.0,2,4,0,0.0
15488,Male,disloyal Customer,20,Business travel,Eco,319,2,0,2,2,5,2,5.0,5,1,5,5,2.0,3,5,0,0.0
15489,Male,disloyal Customer,23,Business travel,Eco,158,2,4,2,3,2,2,2.0,2,2,4,4,4.0,4,2,30,32.5
15490,Male,Loyal Customer,50,Business travel,Eco,2676,3,2,2,2,3,3,3.0,3,4,1,1,1.5,3,3,1,0.0
15491,Male,Loyal Customer,44,Business travel,Business,213,0,4,0,5,5,4,4.0,5,5,5,5,5.0,5,3,0,5.0
15492,Female,disloyal Customer,25,Business travel,Business,325,1,5,1,4,1,1,5.0,1,4,3,4,5.0,4,1,1,0.0
15493,Male,Loyal Customer,45,Business travel,Business,2846,2,2,2,2,5,4,4.0,4,4,4,5,4.0,4,5,0,0.0
15494,Female,Loyal Customer,15,Business travel,Business,2871,2,2,2,2,5,5,5.0,5,5,3,5,3.0,4,5,0,0.0
15495,Female,Loyal Customer,7,Personal Travel,Eco,1121,1,4,1,2,5,1,5.0,5,5,2,4,3.0,4,5,30,32.5
15496,Female,Loyal Customer,34,Personal Travel,Eco,929,2,1,1,3,1,1,4.0,1,4,3,2,1.5,2,1,0,0.0
15497,Female,Loyal Customer,63,Business travel,Business,224,3,2,2,2,2,3,4.0,3,3,3,3,2.0,3,1,0,0.0
15498,Female,Loyal Customer,49,Business travel,Business,628,5,5,5,5,3,4,4.0,2,2,2,2,3.0,2,3,0,15.0
15499,Male,Loyal Customer,60,Personal Travel,Eco Plus,101,3,3,3,4,2,3,3.0,2,3,5,1,2.0,2,2,0,0.0
15500,Female,Loyal Customer,59,Business travel,Business,1626,1,1,1,1,5,5,4.0,5,5,5,5,3.0,5,4,3,7.0
15501,Female,disloyal Customer,27,Business travel,Eco,903,3,3,3,4,4,3,4.0,4,5,3,4,2.0,1,4,0,0.0
15502,Female,Loyal Customer,54,Personal Travel,Eco,342,1,3,1,4,3,5,4.0,3,3,1,3,3.0,3,5,30,9.0
15503,Male,Loyal Customer,37,Business travel,Business,2999,2,5,5,5,3,4,4.0,4,4,4,2,2.0,4,3,0,0.0
15504,Male,Loyal Customer,33,Business travel,Business,1825,3,1,1,1,3,3,3.0,3,4,1,3,2.0,3,3,2,32.5
15505,Male,Loyal Customer,27,Personal Travel,Eco,650,1,3,1,4,1,1,1.0,1,2,4,3,1.5,4,1,0,18.0
15506,Female,Loyal Customer,47,Personal Travel,Business,1076,1,5,2,2,4,5,5.0,1,1,2,1,5.0,1,4,0,0.0
15507,Male,Loyal Customer,48,Business travel,Business,1514,5,1,5,5,5,5,5.0,5,5,5,5,4.0,5,3,0,0.0
15508,Male,Loyal Customer,24,Business travel,Business,3497,1,1,3,1,4,4,4.0,4,4,5,4,3.0,4,4,1,0.0
15509,Female,Loyal Customer,34,Personal Travel,Eco,354,4,5,4,3,1,4,1.0,1,3,5,4,4.0,5,1,0,0.0
15510,Female,Loyal Customer,13,Personal Travel,Eco,1733,3,4,4,3,1,4,1.0,1,5,2,4,5.0,5,1,9,12.0
15511,Female,Loyal Customer,8,Personal Travel,Eco,868,2,3,2,2,2,2,2.0,2,3,2,4,4.0,3,2,30,32.5
15512,Female,disloyal Customer,26,Business travel,Eco,295,3,4,3,2,1,3,1.0,1,4,1,4,2.0,3,1,0,0.0
15513,Male,Loyal Customer,56,Business travel,Business,3302,1,1,5,1,3,2,2.0,3,5,4,5,2.0,5,2,0,0.0
15514,Female,Loyal Customer,22,Personal Travel,Eco,675,1,5,1,1,5,1,5.0,5,3,3,4,3.0,5,5,0,0.0
15515,Female,Loyal Customer,46,Business travel,Business,1744,5,5,5,5,2,3,4.0,5,5,5,5,3.0,5,3,0,6.0
15516,Female,Loyal Customer,17,Personal Travel,Eco,674,5,4,5,2,5,5,5.0,5,4,4,5,4.0,5,5,29,30.0
15517,Male,Loyal Customer,48,Personal Travel,Eco,102,1,3,1,4,1,1,1.0,1,4,1,1,4.0,2,1,1,0.0
15518,Female,Loyal Customer,11,Personal Travel,Eco,1464,1,4,1,2,1,1,1.0,1,4,3,5,5.0,5,1,22,32.5
15519,Male,Loyal Customer,40,Business travel,Eco,645,4,4,4,4,4,4,4.0,4,2,4,3,3.0,4,4,0,0.0
15520,Female,Loyal Customer,51,Business travel,Business,3364,1,1,1,1,4,4,5.0,5,5,5,5,3.0,5,4,0,0.0
15521,Female,Loyal Customer,62,Personal Travel,Eco,489,4,1,4,2,4,2,3.0,1,1,4,1,4.0,1,1,0,0.0
15522,Male,Loyal Customer,40,Business travel,Business,1891,5,4,5,5,2,4,5.0,5,5,5,5,3.0,5,3,30,30.0
15523,Female,Loyal Customer,28,Personal Travel,Eco,358,1,5,1,5,2,1,2.0,2,3,3,4,3.0,4,2,0,0.0
15524,Female,Loyal Customer,41,Personal Travel,Eco,992,4,5,5,2,1,5,1.0,1,4,5,4,5.0,5,1,0,0.0
15525,Female,Loyal Customer,24,Business travel,Business,819,3,3,3,3,5,5,5.0,5,3,4,4,4.0,4,5,0,0.0
15526,Male,disloyal Customer,26,Business travel,Business,602,4,4,4,4,5,4,5.0,5,5,5,4,5.0,5,5,0,0.0
15527,Male,Loyal Customer,30,Personal Travel,Business,1009,2,4,2,1,3,2,3.0,3,5,5,4,5.0,4,3,0,0.0
15528,Male,Loyal Customer,41,Business travel,Business,1616,5,5,5,5,5,4,4.0,5,5,5,5,3.0,5,5,23,28.0
15529,Female,Loyal Customer,49,Business travel,Business,1582,4,4,3,4,4,4,4.0,5,5,5,5,5.0,5,3,0,27.0
